champion,about,text,impact
Janna,Zephyr,Base damage increased to 70 / 100 / 130 / 160 / 190 from 55 / 85 / 115 / 145 / 175.,1.0
Janna,Zephyr,Base bonus movement speed increased to 8 / 9 / 10 / 11 / 12% from 6 / 7 / 8 / 9 / 10%.,1.0
Janna,Eye of the Storm,Cooldown reduced to 15 / 13.5 / 12 / 10.5 / 9 seconds from 16 / 15 / 14 / 13 / 12.,-1.0
Janna,Eye of the Storm,Shield decay delay increased to 1.25 seconds from 0.75.,1.0
Janna,Eye of the Storm,Base shield reduced to 80 / 110 / 140 / 170 / 200 from 80 / 115 / 150 / 185 / 220.,1.0
Janna,Eye of the Storm,Shield AP ratio reduced to 65% AP from 70% AP.,1.0
Janna,Eye of the Storm,"Removed: Whenever Janna's abilities  slow or  knock up at least one enemy champion, Eye of the Storm's cooldown is no longer reduced by 20%. This could occur only once per cast.",-1.0
Janna,Eye of the Storm,"New Effect: Whenever Janna's abilities  slow or  knock up at least one enemy champion, gain 20% heal and shield power for 5 seconds.",1.0
Janna,Monsoon,Heal tick interval reduced to 0.25 seconds per tick from 0.5 seconds per tick.,1.0
Janna,Monsoon,Total healing unchanged.,1.0
Karthus,Death Defied,Bug Fix: Fixed a bug where towers would incorrectly target enemy champions who took damage from it.,0.0
Kog'Maw,Icathian Surprise,Bug Fix: Fixed a bug where towers would incorrectly target enemy champions who took damage from it.,0.0
Lulu,Whimsy,Cooldown increased to 17 / 16 / 15 / 14 / 13 seconds from 16 / 15 / 14 / 13 / 12.,-1.0
Nocturne,Stats,Health growth increased to 95 from 85.,1.0
Nocturne,Duskbringer,Bonus AD ratio increased to 85% bonus AD from 75%.,1.0
Qiyana,Stats,Base health regeneration reduced to 6 from 7.5.,1.0
Qiyana,Elemental Wrath,Grass trail duration reduced to 3 seconds from 3.5.,1.0
Rengar,Unseen Predator,Bug Fix: Leap basic attacks now correctly trigger  Navori Quickblades' Deft Strikes.,0.0
Rengar,Thrill of the Hunt,New Effect: Now gains  Unseen Predator while  camouflaged from all sources.,1.0
Samira,Inferno Trigger,Base damage per shot increased to 5 / 15 / 25 from 0 / 10 / 20.,1.0
Samira,Inferno Trigger,Maximum base damage increased to 50 / 150 / 250 from 0 / 100 / 200.,1.0
Senna,Piercing Darkness,New Effect: Now  slows enemies hit by 20% (+10% per 100 bonus AD) (+6% per 100 AP) for 2 seconds.,1.0
Seraphine,K/DA ALL OUT Seraphine Indie,Bug Fix: In-game music mute toggle buttons has been fixed and will display correctly next to the champion icon in the scoreboard every game.,0.0
Shen,Twilight Assault,Empowered health ratio reduced to 4 / 4.5 / 5 / 5.5 / 6% maximum health from 5 / 5.5 / 6 / 6.5 / 7%.,1.0
Sona,General,Updated visual effects.,-2.0
Sona,Original Sona,Complete overhaul.,-2.0
Sona,Muse Sona,Minor details added to new base.,-2.0
Sona,Pentakill Sona,Recolored from new base.,-2.0
Sona,Silent Night Sona,Recolored from new base.,-2.0
Sona,Guqin Sona,Minor details added to new base.,-2.0
Sona,Arcade Sona,Complete overhaul.,-2.0
Sona,DJ Sona,Complete overhaul and additional special celebration effects for each passive aura.,-2.0
Sona,DJ Sona,Bug Fix: In-game music mute toggle buttons has been fixed and will display correctly next to the champion icon in the scoreboard every game.,0.0
Sona,Sweetheart Sona,"Same as new base, plus some cleanup.",-2.0
Sona,Odyssey Sona,Minimal tweaks.,-2.0
Sona,Pentakill III: Lost Chapter Sona,Minimal tweaks.,-2.0
Tahm Kench,Tongue Lash,Slow increased to 50% from 40%.,1.0
Tahm Kench,Thick Skin,Damage stored as grey health reduced to 15 / 25 / 35 / 45 / 55% from 45 / 50 / 55 / 60 / 65%.,1.0
Tahm Kench,Thick Skin,New Effect: Damage stored as grey health is now increased to 45 / 50 / 55 / 60 / 65% if he is near at least 2 visible enemy champions (dead or alive).,1.0
Tahm Kench,Thick Skin,Damage healed increased to 45% - 100% (based on level) from 30% - 100% (based on level).,1.0
Tahm Kench,Devour,Base shield increased to 500 / 700 / 900 from 400 / 500 / 600.,1.0
Tahm Kench,Devour,Shield AP ratio increased to 150% AP from 100% AP.,1.0
Tahm Kench,Devour,Removed: Devouring an ally no longer slows him by 30 / 20 / 10%.,-1.0
Tahm Kench,Devour,New Effect: Now gains 40% bonus movement for 3 seconds if he devours an ally.,1.0
Talon,Rake,Damage against monsters reduced to 105% from 130%.,1.0
Tristana,Stats,Base health increased to 600 from 559.,1.0
Tristana,Stats,Base health regeneration increased to 4 from 3.75.,1.0
Vayne,General,Updated visual effects.,-2.0
Vayne,Original Vayne,Complete overhaul.,-2.0
Vayne,Dragonslayer Vayne,Recolored from base with added smoke and flames.,-2.0
Vayne,Heartseeker Vayne,Recolored from base with heart in W decal.,-2.0
Vayne,SKT T1 Vayne,"Same as new base, different missiles to match model.",-2.0
Vayne,Arclight Vayne,"Recolored from base with more golden, divine sparks.",-2.0
Veigar,Baleful Strike,Cooldown reduced to 6 / 5.5 / 5 / 4.5 / 4 seconds from 7 / 6.5 / 6 / 5.5 / 5.,-1.0
Veigar,Baleful Strike, Phenomenal Evil stacks from large minions and monsters increased to 3 from 2.,1.0
Volibear,Stats,Attack damage growth increased to 3.5 from 3.,1.0
Volibear,Sky Splitter,Cooldown reduced to 13 seconds from 15.,-1.0
Yasuo,Steel Tempest,AD ratio increased to 105% AD from 100% AD.,1.0
Yasuo,Steel Tempest,Critical strike AD ratio increased to 147% AD from 140% AD.,1.0
Yone,Mortal Steel,AD ratio increased to 105% AD from 100% AD.,1.0
Yone,Mortal Steel,Critical strike AD ratio increased to 147% AD from 140% AD.,1.0
Yone,Soul Unbound,Bug Fix: Fixed a bug where he could sometimes cast  Unleashed Teleport while his Soul Unbound was active.,0.0
Zed,Death Mark,AD ratio reduced to 65% AD from 100% AD.,1.0
Zeri,Basic Attack,"Zeri generates 1 charge for every 40 units she travels by any means and 10 charge every time she casts  Burst Fire, up to a maximum of 100 charge. Her basic attacks consume charge to deal modified damage. Zeri gains maximum charge when the game starts and upon respawning.",1.0
Zeri,Basic Attack,"Basic Attack: Zeri zaps her target, becoming  non-projectile and applying spell effects as  spell damage. Zeri's basic attacks cannot  critically strike nor trigger  on-hit and  on-attack effects.",1.0
Zeri,Basic Attack,"While not at full charge, Zeri's attacks consume 10 charge to deal 15 - 40 (based on level) (+4% AP) magic damage. Against enemies below 35% health, this is increased[by 300%.][to 60 - 160 (based on level) (+16% AP).]She may still use an uncharged attack even while below 10 charge.",1.0
Zeri,Basic Attack,"At full charge, Zeri's next attack will consume all charge to deal 90 - 200 (based on level) (+80% AP) (+3% - 20% (based on level) of target's maximum health) magic damage and  slow the target by 20 / 25 / 30 / 35 / 40% (based on  Burst Fire's rank) for 1.5 seconds. The damage based on the target's health ratio is capped at 300 against  monsters.",1.0
Zeri,Basic Attack,Zeri's basic attacks have 500 attack range and are non-projectiles.,1.0
Zeri,Living Battery (Innate),"Innate: Zeri absorbs the energy of  shields she damages, shielding herself equal to 60% of the post-mitigation damage dealt to the shield. Each instance of shield gained by Living Battery lasts for 3 seconds.",1.0
Zeri,Living Battery (Innate),"Innate: Whenever Zeri receives a  shield, she gains 10% bonus movement speed for 3 seconds.",1.0
Zeri,Burst Fire (Q),Passive: Zeri's  slow application from a  charged basic attack has its strength increased to 20 / 25 / 30 / 35 / 40%.,1.0
Zeri,Burst Fire (Q),Active: Zeri fires a burst of 7 rounds in the target direction that deal a total of 10 / 15 / 20 / 25 / 30 (+110% AD) physical damage to the first enemy hit.,1.0
Zeri,Burst Fire (Q),"Burst Fire's effects are treated as a basic attack; it can hit any enemy unit a typical basic attack can, deals  basic damage, can  critically strike for (82.5%+ 38.5%) AD bonus damage and apply  on-hit and  on-attack effects at 100% effectiveness once on each target struck. Burst Fire's cooldown and cast time scale down with attack speed, with the maximum of 1.5 attacks per second. 50% of attack speed in excess of the cap is converted into bonus attack damage.",-1.0
Zeri,Burst Fire (Q),Cost: None,-2.0
Zeri,Burst Fire (Q),Cooldown: (1/Zeri's attack speed) seconds.,-1.0
Zeri,Burst Fire (Q),"Range:  825, Width:  80, Speed: 2600 / 3400.",-2.0
Zeri,Ultrashock Laser (W),"Active: Zeri fires an electric pulse in the target direction that deals 40 / 75 / 110 / 145 / 180 (+100% AD) (+60% AP) magic damage to the first enemy hit and  slows them by 50 / 55 / 60 / 65 / 70% for 1 / 1.25 / 1.5 / 1.75 / 2 seconds. If the pulse collides with terrain, it transforms into a laser in a line from the point of impact that grants  sight of the area for 1.75 seconds and fires after 0.75 seconds, applying the same effects to all enemies caught within.",1.0
Zeri,Ultrashock Laser (W),Mana Cost: 50 / 60 / 70 / 80 / 90.,-1.0
Zeri,Ultrashock Laser (W),Cooldown: 10 seconds.,-1.0
Zeri,Ultrashock Laser (W),"Range:  1200 /  1500, Width:  80 /  200, Speed: 2200 / Instant.",-2.0
Zeri,Spark Surge (E),"Active: Zeri  dashes in the target direction. Afterwards, she energizes her next 3 casts of  Burst Fire within 6 seconds, causing them to pierce through enemies, though dealing 80 / 85 / 90 / 95 / 100% damage after the first and not applying attack effects to secondary targets. This damage is affected by  critical strike modifiers.",1.0
Zeri,Spark Surge (E),"Zeri will dash farther across terrain if Spark Surge was cast within 50 units of any, gaining  unobstructed vision of the surrounding 800 units and  revealing herself while there are enemy champions within 800 units of her.",-2.0
Zeri,Spark Surge (E),Spark Surge's cooldown is reduced by 1.5 seconds for every champion Zeri hits with  charged basic attacks or abilities.,-1.0
Zeri,Spark Surge (E),Spark Surge  resets Zeri's basic attack timer and  Burst Fire's cooldown. Zeri can cast  Ultrashock Laser and  Lightning Crash while  dashing.,-1.0
Zeri,Spark Surge (E),Mana Cost: 80.,-1.0
Zeri,Spark Surge (E),Cooldown: 23 / 21.5 / 20 / 18.5 / 17 seconds.,-1.0
Zeri,Spark Surge (E),"Range: 300, Speed: 600 + 100% movement speed, Cast Time: None.",1.0
Zeri,Lightning Crash (R),"Active: Zeri discharges a nova of electricity around her, dealing 150 / 250 / 350 (+80% bonus AD) (+80% AP) magic damage to all nearby enemies.",1.0
Zeri,Lightning Crash (R),"If Lightning Crash hits at least one enemy champion, Zeri becomes Overcharged for 6 seconds, and gains 3 stacks of Overcharge per champion hit. Each stack grants her 2% bonus movement speed. She gains a stack of Overcharge each time she hits an enemy champion with a  charged basic attack or ability, refreshing the duration of Overcharge by 2 seconds in the process.",1.0
Zeri,Lightning Crash (R),"While Overcharged, Zeri gains 30 / 35 / 40% bonus attack speed and deals 10 / 20 / 30 (+15% AP) bonus magic damage  on-hit, and empowers  Burst Fire to instead fire 3 rounds over a 20% shorter cast time that are electrified and travelling with increased speed. These rounds deal the bonus magic damage to the target struck and the closest  visible enemy, chaining up to 4 subsequent targets. Secondary targets are dealt 25% AD physical damage, which can  critically strike for (43.75%+ 18.375%) AD physical damage.",1.0
Zeri,Lightning Crash (R),Mana Cost: 100.,-1.0
Zeri,Lightning Crash (R),Cooldown: 100 / 90 / 80 seconds.,-1.0
Zeri,Lightning Crash (R),"Effect Radius:  825, Cast Time: 0.25 seconds.",-1.0
Zoe,Spell Thief,Bug Fix: Champions now correctly drop  Unleashed Teleport spell shards if used after 14 minutes.,0.0
Janna,Monsoon,Bug Fix:  Glacial Augment's slow no longer lingers longer than intended.,0.0
Zeri,Lightning Crash,"New Effect: Bonus magic damage now only applies once per attack, rather than as an on-hit effect.",1.0
Akshan,Going Rogue,New Effect: Now lasts indefinitely while affected by  Chemtech Fog.,1.0
Akshan,Going Rogue,Tooltip now states that the bonuses while moving towards Scoundrels is only granted during Going Rogue.,-2.0
Bard,Traveler's Call,Bug Fix: Fixed a bug where the Meeps would become targetable after he traveled through Hexgates.,0.0
Bard,Tempered Fate,Bug Fix: Fixed a bug where it did not interact with  Glacial Augment correctly.,0.0
Caitlyn,Headshot,Bug Fix: Attacking an enemy marked by her  Yordle Snap Trap or  90 Caliber Net no longer incorrectly grants Headshot stacks.,0.0
Caitlyn,Yordle Snap Trap,"Bug Fix: Fixed a bug where, if a champion got caught in Yordle Snap Trap at the same time as  90 Caliber Net, the extended Headshot range would get canceled.",0.0
Caitlyn,90 Caliber Net,Bug Fix: Fixed a bug where she would sometimes be able to change her Headshot target while casting it.,0.0
Diana,Moonsilver Blade,Cleave AP ratio increased to 50% AP from 40% AP.,1.0
Diana,Moonsilver Blade,Damage against monsters increased to 300% from 250%.,1.0
Gangplank,Parrrley,Cooldown reduced to 4.5 seconds from 5.,-1.0
Gangplank,Parrrley,Mana cost reduced to 55 / 50 / 45 / 40 / 35 from 60 / 55 / 50 / 45 / 40.,-1.0
Heimerdinger,H-28G Evolution Turret,Bug Fix: Deactivation sound effects have been restored for several of his skins.,0.0
Heimerdinger,CH-2 Electron Storm Grenade,Bug Fix: Explosion sound effects no longer play multiple times upon hitting an enemy.,0.0
Kindred,Lamb's Respite,Bug Fix: Fixed a bug where it would heal champions more than it was supposed to.,0.0
Kled,Skaarl the Cowardly Lizard,Bug Fix: Fixed a bug where he would sometimes respawn with an incorrect amount of health.,0.0
Kled,Skaarl the Cowardly Lizard,"Bug Fix: Fixed a bug where he could sometimes get hit by missiles immediately before or while dismounting, even though he should be untargetable in those moments.",0.0
Lucian,Lightslinger,"Bug Fix: Fixed a bug where, if he was silenced, his basic attacks would not have Lightslinger effects.",0.0
Nasus,Siphoning Strike,Tooltip now includes bonus damage gained by stacks.,-2.0
Pantheon,Comet Spear,Bug Fix: Fixed a bug where it would incorrectly go on full cooldown if interrupted within its tap-cast time.,0.0
Pantheon,Comet Spear,Bug Fix: Range indicator has been fixed and will change between its tap-cast and hold-cast versions accurately.,0.0
Rek'Sai,Furious Bite,Base damage changed to 55 / 60 / 65 / 70 / 75 from 50 / 60 / 70 / 80 / 90.,1.0
Rek'Sai,Tunnel,Cooldown increased to 26 / 24 / 22 / 20 / 18 seconds from 26 / 23 / 20 / 17 / 14.,-1.0
Shaco,Jack in the Box,Bug Fix: Attack from boxes now benefit from  Horizon Focus' passive.,0.0
Shaco,Hallucinate,Bug Fix: Cooldown is correctly reduced by  Axiom Arc when the clone is still alive.,0.0
Skarner,Fracture,Bug Fix: Consuming the mark now correctly deals bonus damage.,0.0
Sona,Stats,Armor growth reduced to 3 from 3.3.,1.0
Sona,Song of Celerity,Cooldown increased to 14 seconds from 12.,-1.0
Sylas,Hijack,Bug Fix: Fixed interactions with stolen  Lux's  Final Spark and stolen  Miss Fortune's  Bullet Time.,0.0
Talon,Noxian Diplomacy,Bug Fix: Fixed a bug where it could sometimes hit untargetable enemy champions.,0.0
Vex,Shadow Surge,"Bug Fix: Fixed a bug where, if she died while casting a consecutive Shadow Surge, its cooldown would not reset.",0.0
Vi,Blast Shield,Tooltip now clarifies the effect will trigger from abilities hitting structures.,-2.0
Akshan,Going Rogue,Bug Fix: Recast is no longer locked out from not having enough mana despite not using a mana cost for activation.,0.0
Aphelios,General,Bug Fix: Champion model no longer becomes stuck in a certain pose if he is killed shortly after performing a basic attack.,0.0
Caitlyn,General,Bug Fix: Base voice lines now play more consistently and accurately.,0.0
Caitlyn,Headshot,"New Effect: If her current target becomes trapped by  Yordle Snap Trap or  90 Caliber Net while her attack is on cooldown, this ongoing cooldown will be refunded partially so that her next attack on them can begin earlier.",-1.0
Caitlyn,Headshot,Swapping the target to an enemy trapped by  Yordle Snap Trap or  90 Caliber Net also reduces her ongoing attack cooldown.,-1.0
Caitlyn,Headshot,Bug Fix: Fixed a bug where she was able to Headshot enemies while being revived.,0.0
Camille,Tactical Sweep,Outer cone base damage reduced to 5 / 5.5 / 6 / 6.5 / 7% maximum health from 6 / 6.5 / 7 / 7.5 / 8%.,1.0
Camille,Tactical Sweep,Outer cone bonus AD ratio reduced to 2.5% per 100 bonus AD from 3.3%.,1.0
Camille,Hookshot,Cooldown increased to 16 / 15 / 14 / 13 / 12 seconds from 16 / 14.5 / 13 / 11.5 / 10.,-1.0
Galio,Gatekeeper Galio,Bug Fix: Voice lines now play more consistently and accurately.,0.0
Ivern,Friend of the Forest,New Effect: Now frees an additional  Krug and 3  Mini Krugs.,1.0
Ivern,Friend of the Forest,Experience from  Krugs increased to 95 - 128.25 (based on monster's level) from 37 - 49.95 (based on monster's level).,1.0
