,champion,about,text,impact
282,Samira,Inferno Trigger,Base damage per shot increased to 5 / 15 / 25 from 0 / 10 / 20.,1.0
283,Samira,Inferno Trigger,Maximum base damage increased to 50 / 150 / 250 from 0 / 100 / 200.,1.0
284,Senna,Piercing Darkness,New Effect: Now  slows enemies hit by 20% (+10% per 100 bonus AD) (+6% per 100 AP) for 2 seconds.,1.0
285,Seraphine,K/DA ALL OUT Seraphine Indie,Bug Fix: In-game music mute toggle buttons has been fixed and will display correctly next to the champion icon in the scoreboard every game.,0.0
286,Shen,Twilight Assault,Empowered health ratio reduced to 4 / 4.5 / 5 / 5.5 / 6% maximum health from 5 / 5.5 / 6 / 6.5 / 7%.,1.0
295,Sona,DJ Sona,Bug Fix: In-game music mute toggle buttons has been fixed and will display correctly next to the champion icon in the scoreboard every game.,0.0
299,Tahm Kench,Tongue Lash,Slow increased to 50% from 40%.,1.0
300,Tahm Kench,Thick Skin,Damage stored as grey health reduced to 15 / 25 / 35 / 45 / 55% from 45 / 50 / 55 / 60 / 65%.,1.0
301,Tahm Kench,Thick Skin,New Effect: Damage stored as grey health is now increased to 45 / 50 / 55 / 60 / 65% if he is near at least 2 visible enemy champions (dead or alive).,1.0
302,Tahm Kench,Thick Skin,Damage healed increased to 45% - 100% (based on level) from 30% - 100% (based on level).,1.0
303,Tahm Kench,Devour,Base shield increased to 500 / 700 / 900 from 400 / 500 / 600.,1.0
304,Tahm Kench,Devour,Shield AP ratio increased to 150% AP from 100% AP.,1.0
305,Tahm Kench,Devour,Removed: Devouring an ally no longer slows him by 30 / 20 / 10%.,-1.0
306,Tahm Kench,Devour,New Effect: Now gains 40% bonus movement for 3 seconds if he devours an ally.,1.0
307,Talon,Rake,Damage against monsters reduced to 105% from 130%.,1.0
308,Tristana,Stats,Base health increased to 600 from 559.,1.0
309,Tristana,Stats,Base health regeneration increased to 4 from 3.75.,1.0
316,Veigar,Baleful Strike,Cooldown reduced to 6 / 5.5 / 5 / 4.5 / 4 seconds from 7 / 6.5 / 6 / 5.5 / 5.,-1.0
317,Veigar,Baleful Strike, Phenomenal Evil stacks from large minions and monsters increased to 3 from 2.,1.0
318,Volibear,Stats,Attack damage growth increased to 3.5 from 3.,1.0
319,Volibear,Sky Splitter,Cooldown reduced to 13 seconds from 15.,-1.0
320,Yasuo,Steel Tempest,AD ratio increased to 105% AD from 100% AD.,1.0
321,Yasuo,Steel Tempest,Critical strike AD ratio increased to 147% AD from 140% AD.,1.0
322,Yone,Mortal Steel,AD ratio increased to 105% AD from 100% AD.,1.0
323,Yone,Mortal Steel,Critical strike AD ratio increased to 147% AD from 140% AD.,1.0
324,Yone,Soul Unbound,Bug Fix: Fixed a bug where he could sometimes cast  Unleashed Teleport while his Soul Unbound was active.,0.0
325,Zed,Death Mark,AD ratio reduced to 65% AD from 100% AD.,1.0
326,Zeri,Basic Attack,"Zeri generates 1 charge for every 40 units she travels by any means and 10 charge every time she casts  Burst Fire, up to a maximum of 100 charge. Her basic attacks consume charge to deal modified damage. Zeri gains maximum charge when the game starts and upon respawning.",1.0
327,Zeri,Basic Attack,"Basic Attack: Zeri zaps her target, becoming  non-projectile and applying spell effects as  spell damage. Zeri's basic attacks cannot  critically strike nor trigger  on-hit and  on-attack effects.",1.0
328,Zeri,Basic Attack,"While not at full charge, Zeri's attacks consume 10 charge to deal 15 - 40 (based on level) (+4% AP) magic damage. Against enemies below 35% health, this is increased[by 300%.][to 60 - 160 (based on level) (+16% AP).]She may still use an uncharged attack even while below 10 charge.",1.0
329,Zeri,Basic Attack,"At full charge, Zeri's next attack will consume all charge to deal 90 - 200 (based on level) (+80% AP) (+3% - 20% (based on level) of target's maximum health) magic damage and  slow the target by 20 / 25 / 30 / 35 / 40% (based on  Burst Fire's rank) for 1.5 seconds. The damage based on the target's health ratio is capped at 300 against  monsters.",1.0
330,Zeri,Basic Attack,Zeri's basic attacks have 500 attack range and are non-projectiles.,1.0
331,Zeri,Living Battery (Innate),"Innate: Zeri absorbs the energy of  shields she damages, shielding herself equal to 60% of the post-mitigation damage dealt to the shield. Each instance of shield gained by Living Battery lasts for 3 seconds.",1.0
332,Zeri,Living Battery (Innate),"Innate: Whenever Zeri receives a  shield, she gains 10% bonus movement speed for 3 seconds.",1.0
333,Zeri,Burst Fire (Q),Passive: Zeri's  slow application from a  charged basic attack has its strength increased to 20 / 25 / 30 / 35 / 40%.,1.0
334,Zeri,Burst Fire (Q),Active: Zeri fires a burst of 7 rounds in the target direction that deal a total of 10 / 15 / 20 / 25 / 30 (+110% AD) physical damage to the first enemy hit.,1.0
335,Zeri,Burst Fire (Q),"Burst Fire's effects are treated as a basic attack; it can hit any enemy unit a typical basic attack can, deals  basic damage, can  critically strike for (82.5%+ 38.5%) AD bonus damage and apply  on-hit and  on-attack effects at 100% effectiveness once on each target struck. Burst Fire's cooldown and cast time scale down with attack speed, with the maximum of 1.5 attacks per second. 50% of attack speed in excess of the cap is converted into bonus attack damage.",-1.0
337,Zeri,Burst Fire (Q),Cooldown: (1/Zeri's attack speed) seconds.,-1.0
339,Zeri,Ultrashock Laser (W),"Active: Zeri fires an electric pulse in the target direction that deals 40 / 75 / 110 / 145 / 180 (+100% AD) (+60% AP) magic damage to the first enemy hit and  slows them by 50 / 55 / 60 / 65 / 70% for 1 / 1.25 / 1.5 / 1.75 / 2 seconds. If the pulse collides with terrain, it transforms into a laser in a line from the point of impact that grants  sight of the area for 1.75 seconds and fires after 0.75 seconds, applying the same effects to all enemies caught within.",1.0
340,Zeri,Ultrashock Laser (W),Mana Cost: 50 / 60 / 70 / 80 / 90.,-1.0
341,Zeri,Ultrashock Laser (W),Cooldown: 10 seconds.,-1.0
343,Zeri,Spark Surge (E),"Active: Zeri  dashes in the target direction. Afterwards, she energizes her next 3 casts of  Burst Fire within 6 seconds, causing them to pierce through enemies, though dealing 80 / 85 / 90 / 95 / 100% damage after the first and not applying attack effects to secondary targets. This damage is affected by  critical strike modifiers.",1.0
345,Zeri,Spark Surge (E),Spark Surge's cooldown is reduced by 1.5 seconds for every champion Zeri hits with  charged basic attacks or abilities.,-1.0
346,Zeri,Spark Surge (E),Spark Surge  resets Zeri's basic attack timer and  Burst Fire's cooldown. Zeri can cast  Ultrashock Laser and  Lightning Crash while  dashing.,-1.0
347,Zeri,Spark Surge (E),Mana Cost: 80.,-1.0
348,Zeri,Spark Surge (E),Cooldown: 23 / 21.5 / 20 / 18.5 / 17 seconds.,-1.0
349,Zeri,Spark Surge (E),"Range: 300, Speed: 600 + 100% movement speed, Cast Time: None.",1.0
350,Zeri,Lightning Crash (R),"Active: Zeri discharges a nova of electricity around her, dealing 150 / 250 / 350 (+80% bonus AD) (+80% AP) magic damage to all nearby enemies.",1.0
351,Zeri,Lightning Crash (R),"If Lightning Crash hits at least one enemy champion, Zeri becomes Overcharged for 6 seconds, and gains 3 stacks of Overcharge per champion hit. Each stack grants her 2% bonus movement speed. She gains a stack of Overcharge each time she hits an enemy champion with a  charged basic attack or ability, refreshing the duration of Overcharge by 2 seconds in the process.",1.0
352,Zeri,Lightning Crash (R),"While Overcharged, Zeri gains 30 / 35 / 40% bonus attack speed and deals 10 / 20 / 30 (+15% AP) bonus magic damage  on-hit, and empowers  Burst Fire to instead fire 3 rounds over a 20% shorter cast time that are electrified and travelling with increased speed. These rounds deal the bonus magic damage to the target struck and the closest  visible enemy, chaining up to 4 subsequent targets. Secondary targets are dealt 25% AD physical damage, which can  critically strike for (43.75%+ 18.375%) AD physical damage.",1.0
353,Zeri,Lightning Crash (R),Mana Cost: 100.,-1.0
354,Zeri,Lightning Crash (R),Cooldown: 100 / 90 / 80 seconds.,-1.0
355,Zeri,Lightning Crash (R),"Effect Radius:  825, Cast Time: 0.25 seconds.",-1.0
356,Zoe,Spell Thief,Bug Fix: Champions now correctly drop  Unleashed Teleport spell shards if used after 14 minutes.,0.0
357,Janna,Monsoon,Bug Fix:  Glacial Augment's slow no longer lingers longer than intended.,0.0
358,Zeri,Lightning Crash,"New Effect: Bonus magic damage now only applies once per attack, rather than as an on-hit effect.",1.0
359,Akshan,Going Rogue,New Effect: Now lasts indefinitely while affected by  Chemtech Fog.,1.0
361,Bard,Traveler's Call,Bug Fix: Fixed a bug where the Meeps would become targetable after he traveled through Hexgates.,0.0
362,Bard,Tempered Fate,Bug Fix: Fixed a bug where it did not interact with  Glacial Augment correctly.,0.0
363,Caitlyn,Headshot,Bug Fix: Attacking an enemy marked by her  Yordle Snap Trap or  90 Caliber Net no longer incorrectly grants Headshot stacks.,0.0
364,Caitlyn,Yordle Snap Trap,"Bug Fix: Fixed a bug where, if a champion got caught in Yordle Snap Trap at the same time as  90 Caliber Net, the extended Headshot range would get canceled.",0.0
365,Caitlyn,90 Caliber Net,Bug Fix: Fixed a bug where she would sometimes be able to change her Headshot target while casting it.,0.0
366,Diana,Moonsilver Blade,Cleave AP ratio increased to 50% AP from 40% AP.,1.0
367,Diana,Moonsilver Blade,Damage against monsters increased to 300% from 250%.,1.0
368,Gangplank,Parrrley,Cooldown reduced to 4.5 seconds from 5.,-1.0
369,Gangplank,Parrrley,Mana cost reduced to 55 / 50 / 45 / 40 / 35 from 60 / 55 / 50 / 45 / 40.,-1.0
370,Heimerdinger,H-28G Evolution Turret,Bug Fix: Deactivation sound effects have been restored for several of his skins.,0.0
371,Heimerdinger,CH-2 Electron Storm Grenade,Bug Fix: Explosion sound effects no longer play multiple times upon hitting an enemy.,0.0
372,Kindred,Lamb's Respite,Bug Fix: Fixed a bug where it would heal champions more than it was supposed to.,0.0
373,Kled,Skaarl the Cowardly Lizard,Bug Fix: Fixed a bug where he would sometimes respawn with an incorrect amount of health.,0.0
374,Kled,Skaarl the Cowardly Lizard,"Bug Fix: Fixed a bug where he could sometimes get hit by missiles immediately before or while dismounting, even though he should be untargetable in those moments.",0.0
375,Lucian,Lightslinger,"Bug Fix: Fixed a bug where, if he was silenced, his basic attacks would not have Lightslinger effects.",0.0
377,Pantheon,Comet Spear,Bug Fix: Fixed a bug where it would incorrectly go on full cooldown if interrupted within its tap-cast time.,0.0
378,Pantheon,Comet Spear,Bug Fix: Range indicator has been fixed and will change between its tap-cast and hold-cast versions accurately.,0.0
379,Rek'Sai,Furious Bite,Base damage changed to 55 / 60 / 65 / 70 / 75 from 50 / 60 / 70 / 80 / 90.,1.0
380,Rek'Sai,Tunnel,Cooldown increased to 26 / 24 / 22 / 20 / 18 seconds from 26 / 23 / 20 / 17 / 14.,-1.0
381,Shaco,Jack in the Box,Bug Fix: Attack from boxes now benefit from  Horizon Focus' passive.,0.0
382,Shaco,Hallucinate,Bug Fix: Cooldown is correctly reduced by  Axiom Arc when the clone is still alive.,0.0
383,Skarner,Fracture,Bug Fix: Consuming the mark now correctly deals bonus damage.,0.0
384,Sona,Stats,Armor growth reduced to 3 from 3.3.,1.0
385,Sona,Song of Celerity,Cooldown increased to 14 seconds from 12.,-1.0
386,Sylas,Hijack,Bug Fix: Fixed interactions with stolen  Lux's  Final Spark and stolen  Miss Fortune's  Bullet Time.,0.0
387,Talon,Noxian Diplomacy,Bug Fix: Fixed a bug where it could sometimes hit untargetable enemy champions.,0.0
388,Vex,Shadow Surge,"Bug Fix: Fixed a bug where, if she died while casting a consecutive Shadow Surge, its cooldown would not reset.",0.0
390,Akshan,Going Rogue,Bug Fix: Recast is no longer locked out from not having enough mana despite not using a mana cost for activation.,0.0
391,Aphelios,General,Bug Fix: Champion model no longer becomes stuck in a certain pose if he is killed shortly after performing a basic attack.,0.0
392,Caitlyn,General,Bug Fix: Base voice lines now play more consistently and accurately.,0.0
393,Caitlyn,Headshot,"New Effect: If her current target becomes trapped by  Yordle Snap Trap or  90 Caliber Net while her attack is on cooldown, this ongoing cooldown will be refunded partially so that her next attack on them can begin earlier.",-1.0
394,Caitlyn,Headshot,Swapping the target to an enemy trapped by  Yordle Snap Trap or  90 Caliber Net also reduces her ongoing attack cooldown.,-1.0
395,Caitlyn,Headshot,Bug Fix: Fixed a bug where she was able to Headshot enemies while being revived.,0.0
396,Camille,Tactical Sweep,Outer cone base damage reduced to 5 / 5.5 / 6 / 6.5 / 7% maximum health from 6 / 6.5 / 7 / 7.5 / 8%.,1.0
397,Camille,Tactical Sweep,Outer cone bonus AD ratio reduced to 2.5% per 100 bonus AD from 3.3%.,1.0
398,Camille,Hookshot,Cooldown increased to 16 / 15 / 14 / 13 / 12 seconds from 16 / 14.5 / 13 / 11.5 / 10.,-1.0
399,Galio,Gatekeeper Galio,Bug Fix: Voice lines now play more consistently and accurately.,0.0
400,Ivern,Friend of the Forest,New Effect: Now frees an additional  Krug and 3  Mini Krugs.,1.0
401,Ivern,Friend of the Forest,Experience from  Krugs increased to 95 - 128.25 (based on monster's level) from 37 - 49.95 (based on monster's level).,1.0
402,Ivern,Friend of the Forest,Gold from  Krugs increased to  85 from  39.,1.0
403,Kayle,Divine Ascent,"New Effect: While Aflame and Exalted, or Transcendent, the distance of the waves launched by her basic attacks now scales with her bonus attack range.",1.0
404,Kindred,Mark of the Kindred,Bug Fix: Now is properly able to mark  Chemtech Drake and  Hextech Drake.,0.0
405,Kled,General,Bug Fix: Voice lines for several skins now play more consistently and accurately.,0.0
406,Kled,Skaarl the Cowardly Lizard,Skaarl base health increased to 400 - 1550 (based on level) from 400 - 1420 (based on level).,1.0
407,Kled,Skaarl the Cowardly Lizard,"New Effect: While unmounted, now checks whether Skaarl's Courage has been restored twice as often, reducing the time it takes for them to reunite when at max Courage.",1.0
408,Kled,Skaarl the Cowardly Lizard,Bug Fix: Skaarl's base health now correctly counts as base health instead of bonus health.,0.0
409,Kled,Skaarl the Cowardly Lizard,Any health items that Kled purchases will add to Skaarl's health and count as bonus health.,1.0
410,Kled,Skaarl the Cowardly Lizard,Bug Fix: Kled now spawns with full health.,0.0
411,Kled,Jousting,Cooldown reduced to 13 / 12 / 11 / 10 / 9 seconds from 14 / 13 / 12 / 11 / 10.,-1.0
412,Kled,Jousting,Bonus AD ratio increased to 65% bonus AD from 60%.,1.0
413,Kled,Jousting,Maximum bonus AD ratio increased to 130% bonus AD from 120%.,1.0
414,Malzahar,Void Shift,Bug Fix: No longer is consumed or refreshed incorrectly under certain circumstances.,0.0
415,Orianna,General,Bug Fix: Base voice lines now play more consistently and accurately.,0.0
416,Rengar,Battle Roar,Bug Fix: Can no longer sometimes be cast during  Zhonya's Hourglass' Stasis.,0.0
417,Samira,Inferno Trigger,Mana cost reduced to 0 at all ranks from 100 / 50 / 0.,-1.0
418,Swain,Original Swain,Bug Fix: Model scale returned to proper size.,0.0
419,Swain,Crystal Rose Swain,Bug Fix: Model scale returned to proper size.,0.0
420,Taliyah,Rock Surfing,Bug Fix: No longer becomes disabled for the rest of the game if she blocks a spell with a spell shield while surfing.,0.0
421,Talon,Blade's End,Bug Fix: Abilities blocked by spell shields no longer improperly apply their mark VFX.,0.0
422,Talon,Noxian Diplomacy,Bug Fix: Now properly refunds its cooldown if the target becomes invalid during the cast time of the melee version.,0.0
423,Talon,Noxian Diplomacy,Bug Fix: Ranged version no longer restarts its cooldown upon completing the dash.,0.0
424,Talon,Assassin's Path,Bug Fix: Dash is no longer interrupted if the caster blocks a displacement with a spell shield.,0.0
425,Talon,Shadow Assault,Bug Fix: Blades no longer converge to the ranged version of  Noxian Diplomacy's target if that ability is cast while  rooted.,0.0
426,Twitch,Spray and Pray,New Effect: The extra distance that the bolts travel now scales with his bonus attack range.,1.0
427,Urgot,Echoing Flames,New Effect: Shotgun attack range now scales with bonus attack range.,1.0
428,Urgot,Purge,New Effect: Autonomous attack range now scales with bonus attack range.,1.0
430,Vi,Cease and Desist,Bug Fix: Now properly cancels if the target enters  Mordekaiser's  Realm of Death.,0.0
431,Viego,Sovereign's Domination,Bug Fix: Several issues that may occur while possessing  Akshan or  Ivern have been fixed.,0.0
432,Dr. Mundo,Stats,Base health regeneration reduced to 6.5 from 8.,1.0
433,Dr. Mundo,Infected Bonesaw,Minimum damage reduced to 80 / 130 / 180 / 230 / 280 from 80 / 135 / 190 / 245 / 300.,1.0
434,Gwen,Stats,Base health increased to 590 from 550.,1.0
